8 21 2014,8,1530,1630,8,,FALSE
8 21 2014,9,1630,1730,8,,FALSE
8 21 2014,0,700,800,9,,FALSE
8 21 2014,8,1530,1630,9,,FALSE
8 21 2014,9,1630,1730,9,,FALSE
8 21 2014,0,700,800,10,,FALSE
8 21 2014,8,1530,1630,10,,FALSE
8 21 2014,9,1630,1730,10,,FALSE
8 21 2014,0,700,800,11,,FALSE
8 21 2014,8,1530,1630,11,,FALSE
8 21 2014,9,1630,1730,11,,FALSE
8 21 2014,2,800,900,1,,FALSE
8 21 2014,2,800,900,2,,FALSE
8 21 2014,2,800,900,3,,FALSE
8 21 2014,2,800,900,4,,FALSE
8 21 2014,2,800,900,5,,FALSE
8 21 2014,2,800,900,6,,FALSE
8 21 2014,2,800,900,7,,FALSE
8 21 2014,2,800,900,8,,FALSE
8 21 2014,2,800,900,9,,FALSE
8 21 2014,2,800,900,10,,FALSE
8 21 2014,2,800,900,11,,FALSE
8 21 2014,4,905,1005,1,,FALSE
8 21 2014,4,905,1005,2,,FALSE
8 21 2014,4,905,1005,3,,FALSE
8 21 2014,4,905,1005,4,,FALSE
8 21 2014,4,905,1005,5,,FALSE
8 21 2014,4,905,1005,6,,FALSE
8 21 2014,4,905,1005,7,,FALSE
8 21 2014,4,905,1005,8,,FALSE
8 21 2014,4,905,1005,9,,FALSE
8 21 2014,4,905,1005,10,,FALSE
8 21 2014,4,905,1005,11,,FALSE
8 21 2014,5,1025,1140,1,,FALSE
8 21 2014,5,1025,1140,2,,FALSE
8 21 2014,5,1025,1140,3,,FALSE
8 21 2014,5,1025,1140,4,,FALSE
8 21 2014,5,1025,1140,5,,FALSE
8 21 2014,5,1025,1140,6,,FALSE
8 21 2014,5,1025,1140,7,,FALSE
8 21 2014,5,1025,1140,8,,FALSE
8 21 2014,5,1025,1140,9,,FALSE
8 21 2014,5,1025,1140,10,,FALSE
8 21 2014,5,1025,1140,11,,FALSE
8 21 2014,10,1210,1235,1,,FALSE
8 21 2014,11,1235,1300,1,,FALSE
8 21 2014,10,1210,1235,2,,FALSE
8 21 2014,11,1235,1300,2,,FALSE
8 21 2014,10,1210,1235,3,,FALSE
8 21 2014,11,1235,1300,3,,FALSE
8 21 2014,10,1210,1235,4,,FALSE
8 21 2014,11,1235,1300,4,,FALSE
8 21 2014,10,1210,1235,5,,FALSE
8 21 2014,11,1235,1300,5,,FALSE
8 21 2014,10,1210,1235,6,,FALSE
8 21 2014,11,1235,1300,6,,FALSE
8 21 2014,10,1210,1235,7,,FALSE
8 21 2014,11,1235,1300,7,,FALSE
8 21 2014,10,1210,1235,8,,FALSE
8 21 2014,11,1235,1300,8,,FALSE
8 21 2014,10,1210,1235,9,,FALSE
8 21 2014,11,1235,1300,9,,FALSE
8 21 2014,10,1210,1235,10,,FALSE
8 21 2014,11,1235,1300,10,,FALSE
8 21 2014,10,1210,1235,11,,FALSE
8 21 2014,11,1235,1300,11,,FALSE
8 21 2014,7,1305,1405,1,,FALSE
8 21 2014,7,1305,1405,2,,FALSE
8 21 2014,7,1305,1405,3,,FALSE
8 21 2014,7,1305,1405,4,,FALSE
8 21 2014,7,1305,1405,5,,FALSE
8 21 2014,7,1305,1405,6,,FALSE
8 21 2014,7,1305,1405,7,,FALSE
8 21 2014,7,1305,1405,8,,FALSE
8 21 2014,7,1305,1405,9,,FALSE
8 21 2014,7,1305,1405,10,,FALSE
8 21 2014,7,1305,1405,11,,FALSE
8 21 2014,1,1410,1510,1,,FALSE
8 21 2014,1,1410,1510,2,,FALSE
8 21 2014,1,1410,1510,3,,FALSE
8 21 2014,1,1410,1510,4,,FALSE
8 21 2014,1,1410,1510,5,,FALSE
8 21 2014,1,1410,1510,6,,FALSE
8 21 2014,1,1410,1510,7,,FALSE
8 21 2014,1,1410,1510,8,,FALSE
8 21 2014,1,1410,1510,9,,FALSE
8 21 2014,1,1410,1510,10,,FALSE
8 21 2014,1,1410,1510,11,,FALSE
8 22 2014,0,700,800,1,,FALSE
8 22 2014,8,1530,1630,1,,FALSE
8 22 2014,9,1630,1730,1,,FALSE
8 22 2014,0,700,800,2,,FALSE
8 22 2014,8,1530,1630,2,,FALSE
8 22 2014,9,1630,1730,2,,FALSE
8 22 2014,0,700,800,3,,FALSE
8 22 2014,8,1530,1630,3,,FALSE
8 22 2014,9,1630,1730,3,,FALSE
8 22 2014,0,700,800,4,,FALSE
8 22 2014,8,1530,1630,4,,FALSE
8 22 2014,9,1630,1730,4,,FALSE
8 22 2014,0,700,800,5,,FALSE
8 22 2014,8,1530,1630,5,,FALSE
8 22 2014,9,1630,1730,5,,FALSE
8 22 2014,0,700,800,6,,FALSE
8 22 2014,8,1530,1630,6,,FALSE
8 22 2014,9,1630,1730,6,,FALSE
8 22 2014,0,700,800,7,,FALSE
8 22 2014,8,1530,1630,7,,FALSE
8 22 2014,9,1630,1730,7,,FALSE
8 22 2014,0,700,800,8,,FALSE
8 22 2014,8,1530,1630,8,,FALSE
8 22 2014,9,1630,1730,8,,FALSE
8 22 2014,0,700,800,9,,FALSE
8 22 2014,8,1530,1630,9,,FALSE
8 22 2014,9,1630,1730,9,,FALSE
8 22 2014,0,700,800,10,,FALSE
8 22 2014,8,1530,1630,10,,FALSE
8 22 2014,9,1630,1730,10,,FALSE
8 22 2014,0,700,800,11,,FALSE
8 22 2014,8,1530,1630,11,,FALSE
8 22 2014,9,1630,1730,11,,FALSE
8 22 2014,3,800,900,1,,FALSE
8 22 2014,3,800,900,2,,FALSE
8 22 2014,3,800,900,3,,FALSE
8 22 2014,3,800,900,4,,FALSE
8 22 2014,3,800,900,5,,FALSE
8 22 2014,3,800,900,6,,FALSE
8 22 2014,3,800,900,7,,FALSE
8 22 2014,3,800,900,8,,FALSE
8 22 2014,3,800,900,9,,FALSE
8 22 2014,3,800,900,10,,FALSE
8 22 2014,3,800,900,11,,FALSE
8 22 2014,5,905,1005,1,,FALSE
8 22 2014,5,905,1005,2,,FALSE
8 22 2014,5,905,1005,3,,FALSE
8 22 2014,5,905,1005,4,,FALSE
8 22 2014,5,905,1005,5,,FALSE
8 22 2014,5,905,1005,6,,FALSE
8 22 2014,5,905,1005,7,,FALSE
8 22 2014,5,905,1005,8,,FALSE
8 22 2014,5,905,1005,9,,FALSE
8 22 2014,5,905,1005,10,,FALSE
8 22 2014,5,905,1005,11,,FALSE
8 22 2014,6,1050,1205,1,,FALSE
8 22 2014,6,1050,1205,2,,FALSE
8 22 2014,6,1050,1205,3,,FALSE
8 22 2014,6,1050,1205,4,,FALSE
8 22 2014,6,1050,1205,5,,FALSE
8 22 2014,6,1050,1205,6,,FALSE
8 22 2014,6,1050,1205,7,,FALSE
8 22 2014,6,1050,1205,8,,FALSE
8 22 2014,6,1050,1205,9,,FALSE
8 22 2014,6,1050,1205,10,,FALSE
8 22 2014,6,1050,1205,11,,FALSE
8 22 2014,10,1210,1235,1,,FALSE
8 22 2014,11,1235,1300,1,,FALSE
8 22 2014,10,1210,1235,2,,FALSE
8 22 2014,11,1235,1300,2,,FALSE
8 22 2014,10,1210,1235,3,,FALSE
8 22 2014,11,1235,1300,3,,FALSE
8 22 2014,10,1210,1235,4,,FALSE
8 22 2014,11,1235,1300,4,,FALSE
8 22 2014,10,1210,1235,5,,FALSE
8 22 2014,11,1235,1300,5,,FALSE
8 22 2014,10,1210,1235,6,,FALSE
8 22 2014,11,1235,1300,6,,FALSE
8 22 2014,10,1210,1235,7,,FALSE
8 22 2014,11,1235,1300,7,,FALSE
8 22 2014,10,1210,1235,8,,FALSE
8 22 2014,11,1235,1300,8,,FALSE
8 22 2014,10,1210,1235,9,,FALSE
8 22 2014,11,1235,1300,9,,FALSE
8 22 2014,10,1210,1235,10,,FALSE
8 22 2014,11,1235,1300,10,,FALSE
8 22 2014,10,1210,1235,11,,FALSE
8 22 2014,11,1235,1300,11,,FALSE
8 22 2014,1,1305,1405,1,,FALSE
8 22 2014,1,1305,1405,2,,FALSE
8 22 2014,1,1305,1405,3,,FALSE
8 22 2014,1,1305,1405,4,,FALSE
8 22 2014,1,1305,1405,5,,FALSE
8 22 2014,1,1305,1405,6,,FALSE
8 22 2014,1,1305,1405,7,,FALSE
8 22 2014,1,1305,1405,8,,FALSE
8 22 2014,1,1305,1405,9,,FALSE
8 22 2014,1,1305,1405,10,,FALSE
8 22 2014,1,1305,1405,11,,FALSE
8 22 2014,2,1410,1510,1,,FALSE
8 22 2014,2,1410,1510,2,,FALSE
8 22 2014,2,1410,1510,3,,FALSE
8 22 2014,2,1410,1510,4,,FALSE
8 22 2014,2,1410,1510,5,,FALSE
8 22 2014,2,1410,1510,6,,FALSE
8 22 2014,2,1410,1510,7,,FALSE
8 22 2014,2,1410,1510,8,,FALSE
8 22 2014,2,1410,1510,9,,FALSE
8 22 2014,2,1410,1510,10,,FALSE
8 22 2014,2,1410,1510,11,,FALSE
8 25 2014,0,700,800,1,,FALSE
8 25 2014,8,1530,1630,1,,FALSE
8 25 2014,9,1630,1730,1,,FALSE
8 25 2014,0,700,800,2,,FALSE
8 25 2014,8,1530,1630,2,,FALSE
8 25 2014,9,1630,1730,2,,FALSE
8 25 2014,0,700,800,3,,FALSE
8 25 2014,8,1530,1630,3,,FALSE
8 25 2014,9,1630,1730,3,,FALSE
8 25 2014,0,700,800,4,,FALSE
8 25 2014,8,1530,1630,4,,FALSE
8 25 2014,9,1630,1730,4,,FALSE
8 25 2014,0,700,800,5,,FALSE
8 25 2014,8,1530,1630,5,,FALSE
8 25 2014,9,1630,1730,5,,FALSE
8 25 2014,0,700,800,6,,FALSE
8 25 2014,8,1530,1630,6,,FALSE
8 25 2014,9,1630,1730,6,,FALSE
8 25 2014,0,700,800,7,,FALSE
8 25 2014,8,1530,1630,7,,FALSE
8 25 2014,9,1630,1730,7,,FALSE
8 25 2014,0,700,800,8,,FALSE
8 25 2014,8,1530,1630,8,,FALSE
8 25 2014,9,1630,1730,8,,FALSE
8 25 2014,0,700,800,9,,FALSE
8 25 2014,8,1530,1630,9,,FALSE
8 25 2014,9,1630,1730,9,,FALSE
8 25 2014,0,700,800,10,,FALSE
8 25 2014,8,1530,1630,10,,FALSE
8 25 2014,9,1630,1730,10,,FALSE
8 25 2014,0,700,800,11,,FALSE
8 25 2014,8,1530,1630,11,,FALSE
8 25 2014,9,1630,1730,11,,FALSE
8 25 2014,4,800,900,1,,FALSE
8 25 2014,4,800,900,2,,FALSE
8 25 2014,4,800,900,3,,FALSE
8 25 2014,4,800,900,4,,FALSE
8 25 2014,4,800,900,5,,FALSE
8 25 2014,4,800,900,6,,FALSE
8 25 2014,4,800,900,7,,FALSE
8 25 2014,4,800,900,8,,FALSE
8 25 2014,4,800,900,9,,FALSE
8 25 2014,4,800,900,10,,FALSE
8 25 2014,4,800,900,11,,FALSE
8 25 2014,6,905,1005,1,,FALSE
8 25 2014,6,905,1005,2,,FALSE
8 25 2014,6,905,1005,3,,FALSE
8 25 2014,6,905,1005,4,,FALSE
8 25 2014,6,905,1005,5,,FALSE
8 25 2014,6,905,1005,6,,FALSE
8 25 2014,6,905,1005,7,,FALSE
8 25 2014,6,905,1005,8,,FALSE
8 25 2014,6,905,1005,9,,FALSE
8 25 2014,6,905,1005,10,,FALSE
8 25 2014,6,905,1005,11,,FALSE
8 25 2014,7,1050,1205,1,,FALSE
8 25 2014,7,1050,1205,2,,FALSE
8 25 2014,7,1050,1205,3,,FALSE
8 25 2014,7,1050,1205,4,,FALSE
8 25 2014,7,1050,1205,5,,FALSE
8 25 2014,7,1050,1205,6,,FALSE
8 25 2014,7,1050,1205,7,,FALSE
8 25 2014,7,1050,1205,8,,FALSE
8 25 2014,7,1050,1205,9,,FALSE
8 25 2014,7,1050,1205,10,,FALSE
8 25 2014,7,1050,1205,11,,FALSE
8 25 2014,10,1210,1235,1,,FALSE
8 25 2014,11,1235,1300,1,,FALSE
8 25 2014,10,1210,1235,2,,FALSE
8 25 2014,11,1235,1300,2,,FALSE
8 25 2014,10,1210,1235,3,,FALSE
8 25 2014,11,1235,1300,3,,FALSE
8 25 2014,10,1210,1235,4,,FALSE
8 25 2014,11,1235,1300,4,,FALSE
8 25 2014,10,1210,1235,5,,FALSE
8 25 2014,11,1235,1300,5,,FALSE
8 25 2014,10,1210,1235,6,,FALSE
8 25 2014,11,1235,1300,6,,FALSE
8 25 2014,10,1210,1235,7,,FALSE
8 25 2014,11,1235,1300,7,,FALSE
8 25 2014,10,1210,1235,8,,FALSE
8 25 2014,11,1235,1300,8,,FALSE
8 25 2014,10,1210,1235,9,,FALSE
8 25 2014,11,1235,1300,9,,FALSE
8 25 2014,10,1210,1235,10,,FALSE
8 25 2014,11,1235,1300,10,,FALSE
8 25 2014,10,1210,1235,11,,FALSE
8 25 2014,11,1235,1300,11,,FALSE
8 25 2014,2,1305,1405,1,,FALSE
8 25 2014,2,1305,1405,2,,FALSE
8 25 2014,2,1305,1405,3,,FALSE
8 25 2014,2,1305,1405,4,,FALSE
8 25 2014,2,1305,1405,5,,FALSE
8 25 2014,2,1305,1405,6,,FALSE
8 25 2014,2,1305,1405,7,,FALSE
8 25 2014,2,1305,1405,8,,FALSE
8 25 2014,2,1305,1405,9,,FALSE
8 25 2014,2,1305,1405,10,,FALSE
8 25 2014,2,1305,1405,11,,FALSE
8 25 2014,3,1410,1510,1,,FALSE
8 25 2014,3,1410,1510,2,,FALSE
8 25 2014,3,1410,1510,3,,FALSE
8 25 2014,3,1410,1510,4,,FALSE
8 25 2014,3,1410,1510,5,,FALSE
8 25 2014,3,1410,1510,6,,FALSE
8 25 2014,3,1410,1510,7,,FALSE
8 25 2014,3,1410,1510,8,,FALSE
8 25 2014,3,1410,1510,9,,FALSE
8 25 2014,3,1410,1510,10,,FALSE
8 25 2014,3,1410,1510,11,,FALSE
8 26 2014,0,700,800,1,,FALSE
8 26 2014,8,1530,1630,1,,FALSE
8 26 2014,9,1630,1730,1,,FALSE
8 26 2014,0,700,800,2,,FALSE
8 26 2014,8,1530,1630,2,,FALSE
8 26 2014,9,1630,1730,2,,FALSE
8 26 2014,0,700,800,3,,FALSE
8 26 2014,8,1530,1630,3,,FALSE
8 26 2014,9,1630,1730,3,,FALSE
8 26 2014,0,700,800,4,,FALSE
8 26 2014,8,1530,1630,4,,FALSE
8 26 2014,9,1630,1730,4,,FALSE
8 26 2014,0,700,800,5,,FALSE
8 26 2014,8,1530,1630,5,,FALSE
8 26 2014,9,1630,1730,5,,FALSE
8 26 2014,0,700,800,6,,FALSE
8 26 2014,8,1530,1630,6,,FALSE
8 26 2014,9,1630,1730,6,,FALSE
8 26 2014,0,700,800,7,,FALSE
8 26 2014,8,1530,1630,7,,FALSE
8 26 2014,9,1630,1730,7,,FALSE
8 26 2014,0,700,800,8,,FALSE
8 26 2014,8,1530,1630,8,,FALSE
8 26 2014,9,1630,1730,8,,FALSE
8 26 2014,0,700,800,9,,FALSE
8 26 2014,8,1530,1630,9,,FALSE
8 26 2014,9,1630,1730,9,,FALSE
8 26 2014,0,700,800,10,,FALSE
8 26 2014,8,1530,1630,10,,FALSE
8 26 2014,9,1630,1730,10,,FALSE
8 26 2014,0,700,800,11,,FALSE
8 26 2014,8,1530,1630,11,,FALSE
8 26 2014,9,1630,1730,11,,FALSE
8 26 2014,5,800,900,1,,FALSE
8 26 2014,5,800,900,2,,FALSE
8 26 2014,5,800,900,3,,FALSE
8 26 2014,5,800,900,4,,FALSE
8 26 2014,5,800,900,5,,FALSE
8 26 2014,5,800,900,6,,FALSE
8 26 2014,5,800,900,7,,FALSE
8 26 2014,5,800,900,8,,FALSE
8 26 2014,5,800,900,9,,FALSE
8 26 2014,5,800,900,10,,FALSE
8 26 2014,5,800,900,11,,FALSE
8 26 2014,7,905,1005,1,,FALSE
8 26 2014,7,905,1005,2,,FALSE
8 26 2014,7,905,1005,3,,FALSE
8 26 2014,7,905,1005,4,,FALSE
8 26 2014,7,905,1005,5,,FALSE
8 26 2014,7,905,1005,6,,FALSE
8 26 2014,7,905,1005,7,,FALSE
8 26 2014,7,905,1005,8,,FALSE
8 26 2014,7,905,1005,9,,FALSE
8 26 2014,7,905,1005,10,,FALSE
8 26 2014,7,905,1005,11,,FALSE
8 26 2014,1,1025,1140,1,,FALSE
8 26 2014,1,1025,1140,2,,FALSE
8 26 2014,1,1025,1140,3,,FALSE
8 26 2014,1,1025,1140,4,,FALSE
8 26 2014,1,1025,1140,5,,FALSE
8 26 2014,1,1025,1140,6,,FALSE
8 26 2014,1,1025,1140,7,,FALSE
8 26 2014,1,1025,1140,8,,FALSE
8 26 2014,1,1025,1140,9,,FALSE
8 26 2014,1,1025,1140,10,,FALSE
8 26 2014,1,1025,1140,11,,FALSE
8 26 2014,10,1210,1235,1,,FALSE
8 26 2014,11,1235,1300,1,,FALSE
8 26 2014,10,1210,1235,2,,FALSE
8 26 2014,11,1235,1300,2,,FALSE
8 26 2014,10,1210,1235,3,,FALSE
8 26 2014,11,1235,1300,3,,FALSE
8 26 2014,10,1210,1235,4,,FALSE
8 26 2014,11,1235,1300,4,,FALSE
8 26 2014,10,1210,1235,5,,FALSE
8 26 2014,11,1235,1300,5,,FALSE
8 26 2014,10,1210,1235,6,,FALSE
8 26 2014,11,1235,1300,6,,FALSE
8 26 2014,10,1210,1235,7,,FALSE
8 26 2014,11,1235,1300,7,,FALSE
8 26 2014,10,1210,1235,8,,FALSE
8 26 2014,11,1235,1300,8,,FALSE
8 26 2014,10,1210,1235,9,,FALSE
8 26 2014,11,1235,1300,9,,FALSE
8 26 2014,10,1210,1235,10,,FALSE
8 26 2014,11,1235,1300,10,,FALSE
8 26 2014,10,1210,1235,11,,FALSE
8 26 2014,11,1235,1300,11,,FALSE
8 26 2014,3,1305,1405,1,,FALSE
8 26 2014,3,1305,1405,2,,FALSE
8 26 2014,3,1305,1405,3,,FALSE
8 26 2014,3,1305,1405,4,,FALSE
8 26 2014,3,1305,1405,5,,FALSE
8 26 2014,3,1305,1405,6,,FALSE
8 26 2014,3,1305,1405,7,,FALSE
8 26 2014,3,1305,1405,8,,FALSE
8 26 2014,3,1305,1405,9,,FALSE
8 26 2014,3,1305,1405,10,,FALSE
8 26 2014,3,1305,1405,11,,FALSE
8 26 2014,4,1410,1510,1,,FALSE
8 26 2014,4,1410,1510,2,,FALSE
8 26 2014,4,1410,1510,3,,FALSE
8 26 2014,4,1410,1510,4,,FALSE
8 26 2014,4,1410,1510,5,,FALSE
8 26 2014,4,1410,1510,6,,FALSE
8 26 2014,4,1410,1510,7,,FALSE
8 26 2014,4,1410,1510,8,,FALSE
8 26 2014,4,1410,1510,9,,FALSE
8 26 2014,4,1410,1510,10,,FALSE
8 26 2014,4,1410,1510,11,,FALSE
8 27 2014,0,800,900,1,,FALSE
8 27 2014,8,1530,1630,1,,FALSE
8 27 2014,9,1630,1730,1,,FALSE
8 27 2014,0,800,900,2,,FALSE
8 27 2014,8,1530,1630,2,,FALSE
8 27 2014,9,1630,1730,2,,FALSE
8 27 2014,0,800,900,3,,FALSE
8 27 2014,8,1530,1630,3,,FALSE
8 27 2014,9,1630,1730,3,,FALSE
8 27 2014,0,800,900,4,,FALSE
8 27 2014,8,1530,1630,4,,FALSE
8 27 2014,9,1630,1730,4,,FALSE
8 27 2014,0,800,900,5,,FALSE
8 27 2014,8,1530,1630,5,,FALSE
8 27 2014,9,1630,1730,5,,FALSE
8 27 2014,0,800,900,6,,FALSE
8 27 2014,8,1530,1630,6,,FALSE
8 27 2014,9,1630,1730,6,,FALSE
8 27 2014,0,800,900,7,,FALSE
8 27 2014,8,1530,1630,7,,FALSE
8 27 2014,9,1630,1730,7,,FALSE
8 27 2014,0,800,900,8,,FALSE
8 27 2014,8,1530,1630,8,,FALSE
8 27 2014,9,1630,1730,8,,FALSE
8 27 2014,0,800,900,9,,FALSE
8 27 2014,8,1530,1630,9,,FALSE
8 27 2014,9,1630,1730,9,,FALSE
8 27 2014,0,800,900,10,,FALSE
8 27 2014,8,1530,1630,10,,FALSE
8 27 2014,9,1630,1730,10,,FALSE
8 27 2014,0,800,900,11,,FALSE
8 27 2014,8,1530,1630,11,,FALSE
8 27 2014,9,1630,1730,11,,FALSE
8 27 2014,6,900,955,1,,FALSE
8 27 2014,6,900,955,2,,FALSE
8 27 2014,6,900,955,3,,FALSE
8 27 2014,6,900,955,4,,FALSE
8 27 2014,6,900,955,5,,FALSE
8 27 2014,6,900,955,6,,FALSE
8 27 2014,6,900,955,7,,FALSE
8 27 2014,6,900,955,8,,FALSE
8 27 2014,6,900,955,9,,FALSE
8 27 2014,6,900,955,10,,FALSE
8 27 2014,6,900,955,11,,FALSE
8 27 2014,1,1000,1055,1,,FALSE
8 27 2014,1,1000,1055,2,,FALSE
8 27 2014,1,1000,1055,3,,FALSE
8 27 2014,1,1000,1055,4,,FALSE
8 27 2014,1,1000,1055,5,,FALSE
8 27 2014,1,1000,1055,6,,FALSE
8 27 2014,1,1000,1055,7,,FALSE
8 27 2014,1,1000,1055,8,,FALSE
8 27 2014,1,1000,1055,9,,FALSE
8 27 2014,1,1000,1055,10,,FALSE
8 27 2014,1,1000,1055,11,,FALSE
8 27 2014,2,1120,1230,1,,FALSE
8 27 2014,2,1120,1230,2,,FALSE
8 27 2014,2,1120,1230,3,,FALSE
8 27 2014,2,1120,1230,4,,FALSE
8 27 2014,2,1120,1230,5,,FALSE
8 27 2014,2,1120,1230,6,,FALSE
8 27 2014,2,1120,1230,7,,FALSE
8 27 2014,2,1120,1230,8,,FALSE
8 27 2014,2,1120,1230,9,,FALSE
8 27 2014,2,1120,1230,10,,FALSE
8 27 2014,2,1120,1230,11,,FALSE
8 27 2014,10,1235,1257,1,,FALSE
8 27 2014,11,1257,1320,1,,FALSE
8 27 2014,10,1235,1257,2,,FALSE
8 27 2014,11,1257,1320,2,,FALSE
8 27 2014,10,1235,1257,3,,FALSE
8 27 2014,11,1257,1320,3,,FALSE
8 27 2014,10,1235,1257,4,,FALSE
8 27 2014,11,1257,1320,4,,FALSE
8 27 2014,10,1235,1257,5,,FALSE
8 27 2014,11,1257,1320,5,,FALSE
8 27 2014,10,1235,1257,6,,FALSE
